发送时间,视频内弹幕出现时间,弹幕文本
1677074266,67.52000,《考前＋20分手册》＋《申论热点押题》
1677059404,173.00000,《考前＋20分手册》
1677055833,0.00000,《考前＋20分手册》＋《申论热点押题》
1677048326,102.09100,《考前+20分手册》+《申论热点押题》
1677048301,77.09800,《考前+20分手册》+《申论热点押题》
1677044187,49.20300,《考前+20分手册》+《申论热点押题》​
1677043948,136.70900,领取
1677042992,172.19900,《考前+20分手册》+《申论热点押题》​
1677037404,172.10600,《考前+20分手册》+《申论热点押题》​
1677035711,169.55300,《考前+20分手册》+《申论热点押题》
1677025308,132.20700,领取
1677000091,111.37400,求资料
1676997403,40.09000,今年申论考什么
1676997087,44.76400,6666
1676997070,37.87800,申论这么牛的吗
1676997106,49.11500,怎么领，想要
1676996997,27.30100,怎么领取？
